order_id,user_id,order_date,payment_method,shipping_method,shipping_cost,order_status,shipping_province,shipping_city,total_amount,discount_amount,actual_amount
9843,8600,2026-05-03,微信支付,普通快递,8.0,已完成,重庆,九龙坡区,731.0,0.0,739.0
9844,9889,2026-05-03,银行卡,当日达,46.12,已完成,上海,静安区,376.72,10.18,412.66
9845,11117,2026-05-03,支付宝,普通快递,0.0,已完成,四川,绵阳,419.57,0.0,419.57
9846,3347,2026-05-03,京东白条,普通快递,15.0,已完成,重庆,渝北区,5.12,0.0,20.12
9847,7740,2026-05-03,支付宝,加急快递,12.36,已发货,上海,黄浦区,157.5,0.0,169.86
9848,4967,2026-05-03,银行卡,加急快递,26.35,已完成,上海,闵行区,161.71,0.0,188.06
9849,2766,2026-05-03,支付宝,加急快递,27.75,已退款,四川,宜宾,209.08,0.0,236.83
9850,2324,2026-05-03,微信支付,自提,0.0,待付款,辽宁,锦州,19.22,0.74,18.48
9851,1185,2026-05-03,京东白条,自提,0.0,已发货,陕西,西安,347.06,0.0,347.06
9852,10186,2026-05-03,支付宝,普通快递,0.0,待付款,浙江,绍兴,21.19,4.2,16.990000000000002
9853,138,2026-05-03,花呗分期,普通快递,8.0,已发货,山东,临沂,447.47,24.04,431.43
9854,11939,2026-05-03,京东白条,普通快递,0.0,已退款,四川,绵阳,36.61,0.0,36.61
9855,11588,2026-05-03,京东白条,普通快递,0.0,待付款,山西,长治,386.69,0.0,386.69
9856,6381,2026-05-03,微信支付,自提,0.0,退货中,广西,玉林,296.56,0.0,296.56
9857,8904,2026-05-03,花呗分期,当日达,42.96,已取消,天津,河东区,54.32,3.09,94.19
9858,5517,2026-05-03,货到付款,普通快递,0.0,已取消,广西,南宁,64.63,1.63,62.99999999999999
9859,2647,2026-05-03,微信支付,普通快递,5.0,已发货,湖北,荆州,40.4,0.0,45.4
9860,8862,2026-05-03,银行卡,普通快递,8.0,已完成,北京,丰台区,1536.88,70.57,1474.3100000000002
9861,5398,2026-05-02,支付宝,普通快递,8.0,已完成,上海,浦东新区,7.72,0.0,15.719999999999999
9862,10404,2026-05-02,微信支付,自提,0.0,待发货,山东,淄博,137.57,0.0,137.57
9863,10331,2026-05-02,微信支付,加急快递,28.67,已完成,天津,河西区,82.14,0.0,110.81
9864,11515,2026-05-02,微信支付,加急快递,20.42,已完成,上海,黄浦区,183.97,3.9,200.49
9865,8375,2026-05-02,支付宝,普通快递,5.0,已完成,云南,曲靖,41.16,2.76,43.4
9866,5927,2026-05-02,微信支付,普通快递,5.0,已完成,北京,西城区,131.52,0.0,136.52
9867,6734,2026-05-02,花呗分期,普通快递,0.0,已完成,江苏,南通,442.42,9.01,433.41
9868,4336,2026-05-02,支付宝,普通快递,0.0,已完成,江西,赣州,5.05,0.0,5.05
9869,7907,2026-05-02,京东白条,加急快递,26.69,已完成,湖北,黄石,32.77,6.92,52.540000000000006
9870,1120,2026-05-02,花呗分期,普通快递,8.0,待发货,广东,惠州,127.09,31.35,103.74000000000001
9871,11904,2026-05-02,货到付款,普通快递,5.0,已退款,江苏,常州,26.44,9.33,22.11
9872,762,2026-05-02,银行卡,普通快递,8.0,已取消,天津,河东区,202.84,0.0,210.84
9873,7225,2026-05-02,支付宝,加急快递,25.74,已发货,上海,徐汇区,389.3,32.01,383.03000000000003
9874,3502,2026-05-02,微信支付,普通快递,5.0,待发货,浙江,绍兴,303.45,41.96,266.49
9875,9874,2026-05-02,支付宝,普通快递,0.0,已取消,上海,长宁区,401.19,10.34,390.85
9876,7549,2026-05-02,货到付款,加急快递,21.07,待付款,重庆,南岸区,960.02,35.32,945.77
9877,7281,2026-05-02,花呗分期,加急快递,24.35,已完成,云南,保山,136.75,4.11,156.98999999999998
9878,8972,2026-05-02,支付宝,当日达,28.76,已取消,北京,朝阳区,120.94,1.9,147.79999999999998
9879,1428,2026-05-02,支付宝,加急快递,23.11,已完成,河北,邯郸,342.85,0.0,365.96000000000004
9880,3766,2026-05-02,银行卡,普通快递,15.0,已完成,上海,杨浦区,58.48,0.0,73.47999999999999
9881,6094,2026-05-02,微信支付,普通快递,0.0,已完成,重庆,渝北区,790.19,1.67,788.5200000000001
9882,3863,2026-05-02,银行卡,普通快递,10.0,退货中,湖北,宜昌,417.51,8.95,418.56
9883,1330,2026-05-02,微信支付,普通快递,12.0,待发货,四川,绵阳,111.62,0.0,123.62
9884,3742,2026-05-02,支付宝,普通快递,12.0,已完成,北京,东城区,133.64,4.08,141.55999999999997
9885,5519,2026-05-02,花呗分期,普通快递,8.0,已完成,江苏,徐州,330.51,15.86,322.65
9886,1793,2026-05-02,微信支付,加急快递,13.33,待发货,浙江,温州,89.29,2.91,99.71000000000001
9887,7937,2026-05-02,支付宝,普通快递,10.0,已退款,河北,廊坊,4.14,0.0,14.14
9888,876,2026-05-02,支付宝,加急快递,29.0,已发货,青海,格尔木,575.98,0.0,604.98
9889,10711,2026-05-02,支付宝,当日达,25.43,已完成,广东,惠州,86.4,5.59,106.24000000000001
9890,4384,2026-05-02,微信支付,普通快递,5.0,已完成,四川,宜宾,111.55,0.0,116.55
9891,4337,2026-05-02,微信支付,普通快递,5.0,待发货,上海,徐汇区,163.8,2.3,166.5
9892,2535,2026-05-02,货到付款,普通快递,5.0,已发货,河北,保定,140.19,0.16,145.03
9893,5795,2026-05-02,支付宝,普通快递,15.0,已完成,辽宁,鞍山,73.01,0.0,88.01
9894,9988,2026-05-02,支付宝,普通快递,5.0,已完成,福建,漳州,1270.92,610.04,665.8800000000001
9895,7037,2026-05-02,支付宝,自提,0.0,已完成,上海,杨浦区,606.37,2.09,604.28
9896,9730,2026-05-02,微信支付,普通快递,5.0,已完成,内蒙古,呼和浩特,1082.73,38.18,1049.55
9897,11638,2026-05-02,微信支付,普通快递,0.0,已完成,北京,通州区,111.29,21.27,90.02000000000001
9898,7497,2026-05-02,支付宝,加急快递,19.66,已完成,重庆,九龙坡区,75.59,8.61,86.64
9899,2042,2026-05-02,花呗分期,普通快递,12.0,待发货,河南,新乡,40.92,8.07,44.85
9900,3659,2026-05-02,微信支付,普通快递,0.0,已完成,湖南,常德,95.74,24.19,71.55
9901,7931,2026-05-02,支付宝,普通快递,12.0,已完成,山西,临汾,52.22,4.18,60.04
9902,9391,2026-05-02,货到付款,普通快递,0.0,已完成,上海,徐汇区,62.98,0.25,62.73
9903,7845,2026-05-02,银行卡,普通快递,5.0,已完成,重庆,江北区,201.39,0.0,206.39
9904,6947,2026-05-02,支付宝,普通快递,0.0,已发货,北京,朝阳区,364.8,0.51,364.29
9905,11134,2026-05-02,微信支付,加急快递,18.25,待发货,广东,深圳,744.02,0.0,762.27
9906,5979,2026-05-02,花呗分期,自提,0.0,已发货,上海,徐汇区,142.18,4.17,138.01000000000002
9907,7994,2026-05-02,支付宝,当日达,25.26,已完成,北京,通州区,426.39,0.43,451.21999999999997
9908,3773,2026-05-02,微信支付,普通快递,0.0,已完成,江苏,苏州,56.57,0.0,56.57
9909,4689,2026-05-02,花呗分期,加急快递,16.73,已发货,辽宁,大连,74.71,0.87,90.57
9910,2824,2026-05-02,银行卡,自提,0.0,已取消,河南,许昌,445.06,22.11,422.95
9911,9608,2026-05-02,微信支付,自提,0.0,已完成,浙江,金华,169.02,3.67,165.35000000000002
9912,2406,2026-05-02,支付宝,普通快递,5.0,待付款,北京,东城区,145.79,0.0,150.79
9913,2803,2026-05-02,微信支付,加急快递,14.72,待付款,广东,佛山,451.54,46.58,419.68000000000006
9914,1291,2026-05-02,花呗分期,自提,0.0,已完成,北京,西城区,96.83,0.0,96.83
9915,8808,2026-05-02,支付宝,自提,0.0,已完成,江苏,无锡,273.18,0.0,273.18
9916,917,2026-05-02,支付宝,当日达,30.34,已完成,广东,中山,4.68,0.0,35.019999999999996
9917,720,2026-05-02,银行卡,普通快递,0.0,已发货,宁夏,吴忠,79.53,1.04,78.49
9918,7497,2026-05-02,花呗分期,普通快递,0.0,已完成,重庆,九龙坡区,200.54,7.18,193.35999999999999
9919,4533,2026-05-02,微信支付,加急快递,14.86,已完成,江苏,徐州,602.73,22.2,595.39
9920,11135,2026-05-02,京东白条,普通快递,5.0,已完成,上海,浦东新区,53.3,0.0,58.3
9921,10538,2026-05-02,支付宝,普通快递,15.0,已完成,陕西,咸阳,317.34,9.5,322.84
9922,5981,2026-05-02,微信支付,当日达,36.15,已完成,广东,珠海,24.49,12.89,47.75
9923,992,2026-05-02,微信支付,普通快递,8.0,已完成,浙江,绍兴,81.93,12.56,77.37
9924,6606,2026-05-02,银行卡,普通快递,15.0,已完成,四川,绵阳,66.44,15.4,66.03999999999999
9925,11935,2026-05-02,微信支付,普通快递,5.0,已完成,浙江,湖州,671.65,15.16,661.49
9926,7918,2026-05-02,京东白条,普通快递,12.0,已完成,江苏,扬州,169.92,21.8,160.11999999999998
9927,9533,2026-05-02,银行卡,普通快递,0.0,已取消,北京,大兴区,199.32,121.08,78.24
9928,4865,2026-05-02,银行卡,当日达,34.2,待付款,上海,徐汇区,86.48,4.77,115.91000000000001
9929,899,2026-05-02,微信支付,普通快递,0.0,已发货,黑龙江,佳木斯,18.46,4.13,14.330000000000002
9930,11291,2026-05-02,支付宝,自提,0.0,已完成,广东,惠州,68.48,8.6,59.88
9931,3974,2026-05-02,支付宝,普通快递,0.0,已完成,广东,中山,61.48,0.0,61.48
9932,1831,2026-05-02,支付宝,普通快递,10.0,已完成,湖南,长沙,605.5,5.09,610.41
9933,1878,2026-05-02,支付宝,加急快递,21.87,退货中,上海,黄浦区,118.6,2.85,137.62
9934,1652,2026-05-02,微信支付,普通快递,5.0,已完成,广东,东莞,495.23,0.0,500.23
9935,5181,2026-05-02,银行卡,自提,0.0,已取消,海南,三亚,331.91,55.85,276.06
9936,10327,2026-05-02,支付宝,普通快递,10.0,已完成,福建,厦门,329.46,1.53,337.93
9937,1786,2026-05-02,微信支付,普通快递,0.0,已完成,湖南,岳阳,196.28,0.0,196.28
9938,9057,2026-05-02,微信支付,加急快递,17.31,已完成,四川,泸州,58.9,25.57,50.64
9939,873,2026-05-02,京东白条,加急快递,24.21,已完成,广东,惠州,13.28,0.0,37.49
9940,1457,2026-05-02,京东白条,普通快递,0.0,已完成,福建,泉州,158.74,0.0,158.74
9941,1405,2026-05-02,银行卡,普通快递,12.0,已完成,河北,沧州,291.63,0.0,303.63
9942,6214,2026-05-02,支付宝,普通快递,0.0,已发货,江苏,常州,229.91,59.45,170.45999999999998
9943,10569,2026-05-02,支付宝,自提,0.0,已退款,浙江,嘉兴,218.58,19.89,198.69
9944,8920,2026-05-02,微信支付,普通快递,8.0,待付款,广东,东莞,119.99,2.06,125.92999999999999
9945,10377,2026-05-02,微信支付,加急快递,25.77,已完成,陕西,西安,343.01,9.36,359.41999999999996
9946,10378,2026-05-02,支付宝,普通快递,5.0,已完成,广东,东莞,259.58,0.0,264.58
9947,1380,2026-05-02,支付宝,加急快递,29.99,已发货,广东,深圳,390.75,52.22,368.52
9948,6616,2026-05-02,微信支付,自提,0.0,已发货,北京,西城区,269.86,47.68,222.18
9949,9472,2026-05-02,花呗分期,加急快递,15.35,退货中,湖南,湘潭,133.4,17.9,130.85
9950,11411,2026-05-02,支付宝,普通快递,12.0,已完成,重庆,九龙坡区,256.8,3.35,265.45000000000005
9951,8207,2026-05-02,微信支付,加急快递,14.2,已完成,江苏,扬州,219.03,23.05,210.17999999999998
9952,10286,2026-05-02,京东白条,普通快递,15.0,待发货,北京,丰台区,38.39,1.7,51.69
9953,4491,2026-05-02,微信支付,加急快递,29.48,已取消,吉林,白山,192.25,6.94,214.79
9954,8463,2026-05-02,支付宝,普通快递,0.0,已完成,重庆,九龙坡区,31.31,0.0,31.31
9955,4475,2026-05-02,支付宝,普通快递,8.0,已完成,北京,朝阳区,725.04,1.82,731.2199999999999
9956,2355,2026-05-02,微信支付,当日达,37.43,已完成,广东,中山,406.64,119.71,324.36
9957,785,2026-05-02,支付宝,当日达,31.01,已完成,湖北,荆州,125.74,0.0,156.75
9958,10625,2026-05-02,微信支付,加急快递,21.79,待发货,四川,绵阳,97.27,0.0,119.06
9959,777,2026-05-02,支付宝,普通快递,5.0,待发货,湖南,湘潭,2177.35,656.72,1525.6299999999999
9960,11996,2026-05-02,微信支付,普通快递,8.0,已完成,广东,深圳,104.64,3.26,109.38
9961,6149,2026-05-02,微信支付,普通快递,5.0,已完成,广东,深圳,510.18,17.0,498.18
9962,6066,2026-05-02,银行卡,自提,0.0,已完成,山东,潍坊,29.59,7.66,21.93
9963,886,2026-05-02,微信支付,普通快递,0.0,已发货,江苏,无锡,156.7,7.03,149.67
9964,901,2026-05-02,微信支付,加急快递,23.3,已取消,重庆,渝北区,65.06,0.0,88.36
9965,8610,2026-05-02,银行卡,自提,0.0,已发货,西藏,日喀则,2089.02,8.1,2080.92
9966,5332,2026-05-02,微信支付,普通快递,0.0,已发货,浙江,温州,11.03,0.0,11.03
9967,2142,2026-05-02,微信支付,普通快递,10.0,已发货,浙江,湖州,863.37,335.14,538.23
9968,2449,2026-05-02,花呗分期,自提,0.0,待付款,北京,海淀区,276.13,36.46,239.67
9969,2794,2026-05-02,微信支付,普通快递,8.0,已取消,甘肃,武威,554.95,10.2,552.75
9970,9733,2026-05-02,微信支付,自提,0.0,待付款,山东,临沂,5.7,0.0,5.7
9971,7329,2026-05-02,支付宝,加急快递,13.94,已发货,海南,三亚,35.94,7.45,42.43
9972,870,2026-05-02,花呗分期,普通快递,0.0,已完成,北京,西城区,269.03,0.0,269.03
9973,8285,2026-05-02,花呗分期,普通快递,0.0,待付款,重庆,沙坪坝区,237.12,0.0,237.12
9974,6255,2026-05-02,微信支付,普通快递,5.0,已发货,辽宁,鞍山,84.77,0.67,89.1
9975,6956,2026-05-02,支付宝,自提,0.0,已完成,江苏,南通,29.76,0.0,29.76
9976,3651,2026-05-02,银行卡,普通快递,8.0,已取消,河北,沧州,152.93,0.0,160.93
9977,219,2026-05-02,花呗分期,自提,0.0,已完成,浙江,杭州,313.82,45.5,268.32
9978,6129,2026-05-02,花呗分期,加急快递,13.19,已完成,吉林,四平,86.55,0.44,99.3
9979,7136,2026-05-02,货到付款,普通快递,8.0,已完成,云南,大理,11.6,0.4,19.2
9980,7734,2026-05-02,京东白条,普通快递,8.0,待付款,上海,浦东新区,178.23,0.0,186.23
9981,5323,2026-05-02,微信支付,加急快递,20.95,已完成,河南,洛阳,269.65,0.0,290.59999999999997
9982,6732,2026-05-02,微信支付,普通快递,0.0,已完成,北京,东城区,8.12,0.0,8.12
9983,6533,2026-05-02,花呗分期,当日达,36.07,待付款,吉林,辽源,1274.93,0.0,1311.0
9984,4464,2026-05-02,微信支付,加急快递,27.88,已完成,河南,洛阳,92.43,3.9,116.41
9985,9701,2026-05-02,花呗分期,普通快递,8.0,已完成,河南,许昌,352.84,35.34,325.5
9986,5223,2026-05-02,支付宝,自提,0.0,已完成,广西,北海,253.95,0.0,253.95
9987,2861,2026-05-02,微信支付,加急快递,21.96,待付款,上海,闵行区,340.84,5.94,356.85999999999996
9988,103,2026-05-02,支付宝,普通快递,0.0,已完成,山西,临汾,167.26,15.26,152.0
9989,3460,2026-05-02,京东白条,普通快递,12.0,已发货,北京,海淀区,1133.15,6.57,1138.5800000000002
9990,1246,2026-05-02,微信支付,加急快递,23.8,已完成,安徽,安庆,1174.52,95.51,1102.81
9991,6031,2026-05-02,花呗分期,普通快递,8.0,已完成,陕西,西安,4.2,0.0,12.2
9992,4603,2026-05-02,支付宝,普通快递,0.0,已完成,广东,中山,177.64,0.0,177.64
9993,3031,2026-05-02,银行卡,普通快递,5.0,已完成,四川,绵阳,75.63,4.25,76.38
9994,1564,2026-05-02,微信支付,普通快递,5.0,已完成,湖南,衡阳,43.99,2.18,46.81
9995,9676,2026-05-02,支付宝,普通快递,8.0,待付款,江西,九江,171.09,3.81,175.28
9996,11824,2026-05-02,支付宝,普通快递,10.0,待发货,山东,威海,23.8,4.48,29.32
9997,10343,2026-05-02,支付宝,加急快递,15.5,已取消,广东,中山,25.98,1.06,40.42
9998,9448,2026-05-02,花呗分期,普通快递,5.0,已完成,河北,唐山,63.5,10.97,57.53
9999,6385,2026-05-02,微信支付,加急快递,13.43,已完成,北京,通州区,49.92,1.35,62.0
10000,10031,2026-05-02,银行卡,加急快递,21.15,已完成,上海,浦东新区,226.03,7.15,240.03
10001,6424,2026-05-02,微信支付,加急快递,19.91,待付款,浙江,嘉兴,39.2,8.1,51.010000000000005
10002,3886,2026-05-02,银行卡,自提,0.0,已完成,天津,滨海新区,113.03,1.16,111.87
10003,2728,2026-05-02,花呗分期,自提,0.0,已完成,辽宁,抚顺,1691.71,0.97,1690.74
10004,2609,2026-05-02,微信支付,普通快递,12.0,待付款,广东,东莞,4.84,0.0,16.84
10005,5494,2026-05-02,花呗分期,普通快递,8.0,已完成,北京,丰台区,260.48,8.19,260.29
10006,7651,2026-05-02,支付宝,加急快递,20.68,已完成,上海,长宁区,2086.13,0.0,2106.81
10007,1839,2026-05-02,微信支付,普通快递,10.0,已发货,浙江,湖州,137.65,7.26,140.39000000000001
10008,146,2026-05-02,京东白条,加急快递,25.36,已完成,上海,闵行区,585.91,0.0,611.27
10009,279,2026-05-02,支付宝,加急快递,15.84,已完成,福建,厦门,603.6,24.81,594.6300000000001
10010,3726,2026-05-02,支付宝,自提,0.0,已发货,辽宁,营口,62.58,0.0,62.58
10011,8642,2026-05-02,支付宝,普通快递,0.0,已完成,北京,丰台区,61.92,0.0,61.92
10012,43,2026-05-02,微信支付,加急快递,29.82,已完成,天津,南开区,242.61,0.0,272.43
10013,5622,2026-05-02,银行卡,普通快递,12.0,已完成,上海,杨浦区,71.77,17.46,66.31
10014,3587,2026-05-02,货到付款,普通快递,12.0,已完成,湖北,荆州,351.26,23.92,339.34
10015,10972,2026-05-02,微信支付,自提,0.0,待付款,福建,漳州,162.81,0.0,162.81
10016,11519,2026-05-02,微信支付,当日达,33.43,已取消,河南,许昌,781.82,0.0,815.25
10017,4806,2026-05-02,支付宝,普通快递,8.0,已完成,北京,朝阳区,4.4,0.0,12.4
10018,11736,2026-05-02,银行卡,加急快递,29.28,已取消,广东,珠海,211.18,13.79,226.67000000000002
10019,11664,2026-05-02,支付宝,当日达,44.49,已完成,湖南,常德,33.96,0.0,78.45
10020,6911,2026-05-02,支付宝,普通快递,0.0,已完成,北京,丰台区,1426.09,22.05,1404.04
10021,4651,2026-05-01,银行卡,自提,0.0,已退款,北京,丰台区,191.11,15.28,175.83
10022,1274,2026-05-01,花呗分期,普通快递,10.0,待付款,广东,中山,107.78,19.06,98.72
10023,6644,2026-05-01,银行卡,自提,0.0,待付款,湖南,长沙,60.22,4.19,56.03
10024,10022,2026-05-01,微信支付,加急快递,29.83,已完成,上海,徐汇区,149.1,5.03,173.89999999999998
10025,4770,2026-05-01,货到付款,普通快递,0.0,已完成,湖北,宜昌,248.41,16.55,231.85999999999999
10026,6085,2026-05-01,支付宝,加急快递,16.93,已完成,四川,南充,99.54,0.0,116.47
10027,4801,2026-05-01,支付宝,普通快递,12.0,待发货,浙江,杭州,144.4,10.73,145.67000000000002
10028,8437,2026-05-01,微信支付,加急快递,14.49,已完成,江苏,扬州,1007.63,7.33,1014.79
10029,6613,2026-05-01,支付宝,普通快递,8.0,已完成,江西,景德镇,365.58,32.16,341.41999999999996
10030,6184,2026-05-01,微信支付,加急快递,26.33,已完成,北京,大兴区,64.54,0.0,90.87
10031,2628,2026-05-01,支付宝,加急快递,14.22,已完成,浙江,杭州,1428.4,0.0,1442.6200000000001
10032,7116,2026-05-01,银行卡,当日达,41.54,已完成,四川,南充,411.1,0.08,452.56000000000006
10033,5957,2026-05-01,微信支付,普通快递,0.0,已完成,辽宁,沈阳,336.16,5.31,330.85
10034,8420,2026-05-01,微信支付,普通快递,5.0,已完成,湖北,十堰,316.12,0.0,321.12
10035,7582,2026-05-01,银行卡,当日达,45.4,已发货,江苏,徐州,201.68,0.0,247.08
10036,3541,2026-05-01,花呗分期,当日达,32.94,已发货,北京,朝阳区,517.31,0.0,550.25
10037,7549,2026-05-01,京东白条,普通快递,8.0,待付款,重庆,南岸区,844.19,0.0,852.19
10038,9166,2026-05-01,微信支付,普通快递,5.0,已取消,浙江,宁波,758.95,2.3,761.6500000000001
10039,7803,2026-05-01,货到付款,普通快递,10.0,已完成,重庆,沙坪坝区,115.18,0.0,125.18
10040,6016,2026-05-01,微信支付,自提,0.0,待付款,浙江,湖州,56.67,0.0,56.67
10041,7925,2026-05-01,微信支付,普通快递,8.0,待付款,陕西,渭南,62.5,11.4,59.1
10042,5695,2026-05-01,支付宝,加急快递,27.71,已发货,北京,东城区,1190.6,0.0,1218.31
10043,4092,2026-05-01,银行卡,加急快递,14.52,已发货,辽宁,抚顺,43.32,0.0,57.84
10044,7454,2026-05-01,花呗分期,普通快递,0.0,已完成,广东,广州,189.2,0.0,189.2
10045,233,2026-05-01,银行卡,加急快递,15.23,已完成,海南,万宁,514.36,33.64,495.95000000000005
10046,1125,2026-05-01,花呗分期,普通快递,5.0,已完成,广东,广州,160.55,1.07,164.48000000000002
10047,2209,2026-05-01,银行卡,普通快递,0.0,已发货,四川,宜宾,181.76,44.12,137.64
10048,11755,2026-05-01,微信支付,普通快递,10.0,已完成,河南,新乡,773.92,51.31,732.6099999999999
10049,3452,2026-05-01,微信支付,自提,0.0,已完成,山西,阳泉,77.4,0.0,77.4
10050,6020,2026-05-01,支付宝,普通快递,10.0,待付款,广东,东莞,50.31,0.95,59.36
10051,6835,2026-05-01,京东白条,普通快递,10.0,已完成,福建,泉州,172.56,1.64,180.92000000000002
10052,153,2026-05-01,微信支付,普通快递,0.0,已完成,上海,闵行区,239.74,0.6,239.14000000000001
10053,926,2026-05-01,京东白条,普通快递,5.0,已完成,河南,南阳,116.32,0.0,121.32
10054,1886,2026-05-01,支付宝,加急快递,17.23,已完成,广东,东莞,32.77,0.0,50.0
10055,2629,2026-05-01,支付宝,普通快递,0.0,已完成,江苏,南京,31.82,0.73,31.09
10056,877,2026-05-01,微信支付,当日达,38.46,已发货,江苏,扬州,95.84,9.78,124.52000000000001
10057,7797,2026-05-01,支付宝,自提,0.0,已完成,河南,洛阳,364.12,178.17,185.95000000000002
10058,1446,2026-05-01,支付宝,普通快递,12.0,已发货,江苏,南通,32.79,6.96,37.83
10059,10750,2026-05-01,微信支付,普通快递,12.0,待发货,吉林,辽源,230.84,0.0,242.84
10060,6058,2026-05-01,微信支付,当日达,47.16,已完成,湖北,十堰,120.64,0.0,167.8
10061,2258,2026-05-01,微信支付,普通快递,15.0,已取消,北京,海淀区,168.62,25.24,158.38
10062,2789,2026-05-01,微信支付,普通快递,0.0,已完成,天津,河北区,6.39,3.0,3.3899999999999997
10063,7749,2026-05-01,微信支付,普通快递,15.0,待发货,天津,南开区,39.93,0.31,54.62
10064,1363,2026-05-01,支付宝,普通快递,0.0,已完成,北京,东城区,643.83,105.34,538.49
10065,533,2026-05-01,微信支付,普通快递,5.0,已发货,上海,黄浦区,127.65,31.28,101.37
10066,9600,2026-05-01,微信支付,加急快递,14.97,已完成,江苏,徐州,101.73,0.0,116.7
10067,5924,2026-05-01,支付宝,普通快递,5.0,已完成,上海,徐汇区,105.77,31.17,79.6
10068,10203,2026-05-01,支付宝,普通快递,5.0,退货中,浙江,绍兴,617.59,0.68,621.9100000000001
10069,11419,2026-05-01,微信支付,普通快递,8.0,已发货,安徽,芜湖,185.9,29.85,164.05
10070,5471,2026-05-01,支付宝,普通快递,0.0,已完成,广东,佛山,317.62,11.61,306.01
10071,3668,2026-05-01,微信支付,普通快递,0.0,待付款,江苏,徐州,552.53,123.55,428.97999999999996
10072,4473,2026-05-01,银行卡,普通快递,0.0,已完成,山东,烟台,968.45,7.93,960.5200000000001
10073,10731,2026-05-01,银行卡,加急快递,12.22,已完成,北京,海淀区,102.14,19.07,95.28999999999999
10074,11982,2026-05-01,微信支付,加急快递,19.29,退货中,北京,海淀区,102.33,0.0,121.62
10075,4600,2026-05-01,银行卡,普通快递,10.0,已完成,江苏,无锡,111.39,14.79,106.6
10076,11588,2026-05-01,支付宝,加急快递,16.63,已完成,山西,长治,30.74,0.0,47.37
10077,6086,2026-05-01,京东白条,当日达,27.38,已发货,上海,长宁区,39.61,3.31,63.67999999999999
10078,433,2026-05-01,支付宝,加急快递,24.8,已取消,浙江,金华,35.67,0.0,60.47
10079,2450,2026-05-01,微信支付,当日达,36.56,已完成,陕西,延安,135.99,7.22,165.33
10080,4671,2026-05-01,银行卡,普通快递,0.0,待付款,浙江,湖州,128.12,3.33,124.79
10081,4274,2026-05-01,花呗分期,普通快递,0.0,已完成,广东,广州,447.7,39.1,408.59999999999997
10082,9763,2026-05-01,货到付款,普通快递,15.0,已完成,浙江,金华,44.81,0.0,59.81
10083,9455,2026-05-01,微信支付,当日达,30.19,已发货,四川,绵阳,1192.8,0.0,1222.99
10084,1525,2026-05-01,支付宝,普通快递,0.0,待付款,浙江,宁波,199.73,51.79,147.94
10085,687,2026-05-01,微信支付,加急快递,19.22,已完成,安徽,合肥,141.14,0.0,160.35999999999999
10086,8514,2026-05-01,支付宝,当日达,28.36,退货中,福建,福州,196.44,6.47,218.32999999999998
10087,5135,2026-05-01,支付宝,普通快递,5.0,已完成,福建,泉州,379.3,17.18,367.12
10088,2078,2026-05-01,支付宝,普通快递,5.0,已发货,湖南,株洲,258.94,23.05,240.89
10089,1046,2026-05-01,支付宝,加急快递,28.44,待付款,湖北,荆州,26.06,0.0,54.5
10090,2590,2026-05-01,货到付款,当日达,41.31,已退款,四川,泸州,256.98,5.26,293.03000000000003
10091,11514,2026-05-01,微信支付,当日达,30.78,已完成,广东,东莞,162.04,0.88,191.94
10092,1054,2026-05-01,货到付款,普通快递,12.0,已完成,浙江,宁波,29.63,0.0,41.629999999999995
10093,6612,2026-05-01,支付宝,加急快递,14.37,已完成,北京,朝阳区,132.88,1.74,145.51
10094,316,2026-05-01,支付宝,加急快递,18.45,已完成,北京,朝阳区,543.7,149.59,412.56
10095,10849,2026-05-01,支付宝,自提,0.0,已完成,广东,佛山,260.93,0.0,260.93
10096,6163,2026-05-01,微信支付,普通快递,0.0,已退款,上海,黄浦区,176.75,0.0,176.75
10097,11259,2026-05-01,花呗分期,普通快递,0.0,已完成,浙江,温州,7.92,3.56,4.359999999999999
10098,3915,2026-05-01,花呗分期,普通快递,0.0,已完成,上海,闵行区,154.11,43.03,111.08000000000001
10099,4882,2026-05-01,微信支付,自提,0.0,已完成,吉林,辽源,20.47,6.04,14.43
10100,8984,2026-05-01,支付宝,当日达,46.49,已完成,广东,珠海,126.23,0.42,172.3
10101,11319,2026-05-01,微信支付,加急快递,15.24,已完成,上海,浦东新区,70.71,3.49,82.46
10102,1702,2026-05-01,支付宝,普通快递,5.0,已完成,北京,朝阳区,166.78,2.15,169.63
10103,4796,2026-05-01,微信支付,普通快递,0.0,退货中,北京,大兴区,164.73,36.02,128.70999999999998
10104,11658,2026-05-01,支付宝,自提,0.0,待发货,福建,龙岩,72.14,5.05,67.09
10105,3929,2026-05-01,支付宝,加急快递,21.99,已完成,重庆,江北区,227.91,0.0,249.9
10106,11254,2026-05-01,微信支付,普通快递,0.0,待发货,广东,珠海,187.75,0.0,187.75
10107,7432,2026-05-01,微信支付,普通快递,12.0,已完成,陕西,宝鸡,229.92,0.0,241.92
10108,5780,2026-05-01,微信支付,普通快递,0.0,已取消,上海,杨浦区,397.53,0.87,396.65999999999997
10109,4001,2026-05-01,银行卡,普通快递,5.0,已完成,湖南,衡阳,341.71,0.0,346.71
10110,6133,2026-05-01,支付宝,普通快递,5.0,已完成,广东,惠州,1197.15,38.69,1163.46
10111,7835,2026-05-01,微信支付,普通快递,8.0,待发货,广东,珠海,87.33,0.9,94.42999999999999
